mag,mapped_reads,mag_length,total_decon_sample_reads,sample_id,rpkm
samp_481,6155,3602070,70751626,samp_2031,2.41512427841094e-5
samp_507,595706,3568765,70751626,samp_2031,0.00235926974391796
samp_2059,36619,3786874,244724686,samp_2032,3.9513713372855016e-5
samp_2073,8442,4337595,244724686,samp_2032,7.952772668678201e-6
samp_3937,14020,4108029,244724686,samp_2032,1.3945584865531083e-5
samp_4305,436,3905470,244724686,samp_2032,4.561791201323001e-7
samp_4344,10468,4351921,244724686,samp_2032,9.82890032634981e-6
samp_4380,16060,4773271,244724686,samp_2032,1.3748384486335754e-5
samp_468,428,4238051,244724686,samp_2032,4.126670661949121e-7
samp_471,8078,4577490,244724686,samp_2032,7.211052619935872e-6
samp_477,18790,4344744,244724686,samp_2032,1.767196358743199e-5
samp_481,7296,3602070,244724686,samp_2032,8.276655845887705e-6
samp_507,13683,3568765,244724686,samp_2032,1.5666991074965604e-5
samp_2059,54268,3786874,266746914,samp_2033,5.37234083237108e-5
samp_2073,3450,4337595,266746914,samp_2033,2.9817463183404957e-6
samp_3937,18357,4108029,266746914,samp_2033,1.675208250940767e-5
samp_4305,1251,3905470,266746914,samp_2033,1.2008384902623853e-6
samp_4344,16544,4351921,266746914,samp_2033,1.4251484821160236e-5
samp_4380,24936,4773271,266746914,samp_2033,1.9584446124040783e-5
samp_468,1074,4238051,266746914,samp_2033,9.500330173241892e-7
samp_471,9345,4577490,266746914,samp_2033,7.653366265013506e-6
samp_477,7603,4344744,266746914,samp_2033,6.56026517602474e-6
samp_481,3900,3602070,266746914,samp_2033,4.058943957034557e-6
samp_507,18905,3568765,266746914,samp_2033,1.9859089219678623e-5
samp_2059,70726,3786874,278000144,samp_2034,6.718204518073683e-5
samp_2073,6200,4337595,278000144,samp_2034,5.141592684699744e-6
samp_3937,26064,4108029,278000144,samp_2034,2.282246476827024e-5
samp_4305,7653,3905470,278000144,samp_2034,7.04877075458633e-6
samp_4344,23526,4351921,278000144,samp_2034,1.944563227264467e-5
samp_4380,31051,4773271,278000144,samp_2034,2.339992570049656e-5
samp_468,5419,4238051,278000144,samp_2034,4.5994717048964264e-6
samp_471,26790,4577490,278000144,samp_2034,2.105233579061342e-5
samp_477,15432,4344744,278000144,samp_2034,1.277653242932844e-5
samp_481,4183,3602070,278000144,samp_2034,4.177252189970093e-6
samp_507,22920,3568765,278000144,samp_2034,2.310210968209609e-5
samp_2059,36507,3786874,209494146,samp_2035,4.601754004361959e-5
samp_2073,6052,4337595,209494146,samp_2035,6.6600582556377665e-6
samp_3937,13956,4108029,209494146,samp_2035,1.621644181853186e-5
samp_4305,1557,3905470,209494146,samp_2035,1.9030202722057692e-6
samp_4344,11213,4351921,209494146,samp_2035,1.2298975243788829e-5
samp_4380,18493,4773271,209494146,samp_2035,1.8493511682705782e-5
samp_468,1307,4238051,209494146,samp_2035,1.4721006931228095e-6
samp_471,17059,4577490,209494146,samp_2035,1.7789112155031876e-5
samp_477,5656,4344744,209494146,samp_2035,6.214029589086696e-6
samp_481,4454,3602070,209494146,samp_2035,5.9023664950808185e-6
samp_507,13951,3568765,209494146,samp_2035,1.8660165702136055e-5
samp_2059,76930,3786874,173889036,samp_2036,1.1682685280957926e-4
samp_2073,6716,4337595,173889036,samp_2036,8.904088911600352e-6
samp_3937,25480,4108029,173889036,samp_2036,3.5669229080951217e-5
samp_4305,28096,3905470,173889036,samp_2036,4.137128289339693e-5
samp_4344,18225,4351921,173889036,samp_2036,2.408320786173348e-5
samp_4380,26202,4773271,173889036,samp_2036,3.156793331801752e-5
samp_468,16112,4238051,173889036,samp_2036,2.1863066447607105e-5
samp_471,8885,4577490,173889036,samp_2036,1.116240634452314e-5
samp_477,12378,4344744,173889036,samp_2036,1.6383779196178346e-5
samp_481,6575,3602070,173889036,samp_2036,1.0497150141085318e-5
samp_507,18900,3568765,173889036,samp_2036,3.045591511186855e-5
samp_2059,414926,3786874,371634450,samp_2037,2.9483146369100406e-4
samp_2073,39659,4337595,371634450,samp_2037,2.4602361408063188e-5
samp_3937,223887,4108029,371634450,samp_2037,1.4664910287880422e-4
samp_4305,189597,3905470,371634450,samp_2037,1.306297781873177e-4
samp_4344,172980,4351921,371634450,samp_2037,1.0695446607520146e-4
samp_4380,252781,4773271,371634450,samp_2037,1.424991815563316e-4
samp_468,112576,4238051,371634450,samp_2037,7.147656433913696e-5
samp_471,40392,4577490,371634450,samp_2037,2.374389635133911e-5
samp_477,44941,4344744,371634450,samp_2037,2.7833163707916004e-5
samp_481,12713,3602070,371634450,samp_2037,9.496857751406698e-6
samp_507,250301,3568765,371634450,samp_2037,1.8872466712176812e-4
samp_2059,46473,3786874,309944170,samp_2038,3.959463845888865e-5
samp_2073,17204,4337595,309944170,samp_2038,1.2796669763754448e-5
samp_3937,17036,4108029,309944170,samp_2038,1.3379831953870888e-5
samp_4305,556,3905470,309944170,samp_2038,4.593228107141006e-7
samp_4344,12779,4351921,309944170,samp_2038,9.47397851115597e-6
samp_4380,21009,4773271,309944170,samp_2038,1.420057132166742e-5
samp_468,571,4238051,309944170,samp_2038,4.346968147064641e-7
samp_471,11087,4577490,309944170,samp_2038,7.814535556220394e-6
samp_477,42186,4344744,309944170,samp_2038,3.132713541892865e-5
samp_481,6276,3602070,309944170,samp_2038,5.621436572673771e-6
samp_507,16281,3568765,309944170,samp_2038,1.471904569476079e-5
samp_2059,8198,3786874,37491742,samp_2039,5.7741949034461845e-5
samp_2073,3733,4337595,37491742,samp_2039,2.2954792459514124e-5
samp_3937,2588,4108029,37491742,samp_2039,1.680332206441941e-5
samp_4305,140,3905470,37491742,samp_2039,9.56134765903957e-7
samp_4344,2137,4351921,37491742,samp_2039,1.309748468655658e-5
samp_4380,2879,4773271,37491742,samp_2039,1.6087551611638457e-5
samp_468,109,4238051,37491742,samp_2039,6.860009222184696e-7
samp_471,4154,4577490,37491742,samp_2039,2.420490978054056e-5
samp_477,8520,4344744,37491742,samp_2039,5.230458767871639e-5
samp_481,646,3602070,37491742,samp_2039,4.783488672881987e-6
samp_507,2492,3568765,37491742,samp_2039,1.8624922197642516e-5
samp_2059,1720,3786874,5089608,samp_2040,8.92407594134818e-5
samp_2073,615,4337595,5089608,samp_2040,2.785747707252806e-5
samp_3937,520,4108029,5089608,samp_2040,2.487055680768588e-5
samp_4305,25,3905470,5089608,samp_2040,1.2577153696772757e-6
samp_4344,329,4351921,5089608,samp_2040,1.4853560192325595e-5
samp_4380,434,4773271,5089608,samp_2040,1.7864435736827544e-5
samp_468,50,4238051,5089608,samp_2040,2.318032343081058e-6
samp_471,860,4577490,5089608,samp_2040,3.69136264156961e-5
samp_477,377,4344744,5089608,samp_2040,1.704876104179849e-5
samp_481,87,3602070,5089608,samp_2040,4.745508655842617e-6
samp_507,480,3568765,5089608,samp_2040,2.642645766264223e-5
samp_2059,825,3786874,1333068,samp_2041,1.6342586411853045e-4
samp_2073,233,4337595,1333068,samp_2041,4.029532083369982e-5
samp_3937,181,4108029,1333068,samp_2041,3.305162150191874e-5
samp_4305,68,3905470,1333068,samp_2041,1.3061206722891993e-5
samp_4344,176,4351921,1333068,samp_2041,3.03374701030585e-5
samp_4380,338,4773271,1333068,samp_2041,5.311880606419615e-5
samp_468,87,4238051,1333068,samp_2041,1.5399292583897542e-5
samp_471,1348,4577490,1333068,samp_2041,2.209073595015128e-4
samp_477,126,4344744,1333068,samp_2041,2.17547476314e-5
samp_481,52,3602070,1333068,samp_2041,1.0829262769670327e-5
samp_507,169,3568765,1333068,samp_2041,3.552355738481682e-5
samp_2059,6875,3786874,19692446,samp_2042,9.219177657800066e-5
samp_2073,15526,4337595,19692446,samp_2042,1.817652754699917e-4
samp_3937,3195,4108029,19692446,samp_2042,3.949459807433303e-5
samp_4305,1141,3905470,19692446,samp_2042,1.4835858246257863e-5
samp_4344,1986,4351921,19692446,samp_2042,2.317387061491439e-5
samp_4380,3207,4773271,19692446,samp_2042,3.4117971712234045e-5
samp_468,1055,4238051,19692446,samp_2042,1.264115096242724e-5
samp_471,67696,4577490,19692446,samp_2042,7.509930891790642e-4
samp_477,1813,4344744,19692446,samp_2042,2.119014598602158e-5
samp_481,177,3602070,19692446,samp_2042,2.4952924628926656e-6
samp_507,1758,3568765,19692446,samp_2042,2.5015043158626307e-5
samp_2059,102264,3786874,150938546,samp_2043,1.7891294260266957e-4
samp_2073,18317,4337595,150938546,samp_2043,2.797726031096236e-5
samp_3937,11145,4108029,150938546,samp_2043,1.7974069223444615e-5
samp_4305,29959,3905470,150938546,samp_2043,5.082224491826656e-5
samp_4344,5355,4351921,150938546,samp_2043,8.15226540329815e-6
samp_4380,16006,4773271,150938546,samp_2043,2.2216035389205393e-5
samp_468,16404,4238051,150938546,samp_2043,2.564386133791664e-5
samp_471,44825,4577490,150938546,samp_2043,6.487729468088792e-5
samp_477,17807,4344744,150938546,samp_2043,2.7153536748427753e-5
samp_481,647,3602070,150938546,samp_2043,1.190013724731103e-6
samp_507,8711,3568765,150938546,samp_2043,1.617148494020787e-5
samp_2059,4946,3786874,11527434,samp_2044,1.1330279217208771e-4
samp_2073,872,4337595,11527434,samp_2044,1.7439532592194265e-5
samp_3937,439,4108029,11527434,samp_2044,9.270397899340734e-6
samp_4305,148,3905470,11527434,samp_2044,3.28742432937078e-6
samp_4344,409,4351921,11527434,samp_2044,8.152853915068102e-6
samp_4380,952,4773271,11527434,samp_2044,1.7301677481097442e-5
samp_468,39,4238051,11527434,samp_2044,7.982993654035404e-7
samp_471,957,4577490,11527434,samp_2044,1.8136433557851083e-5
samp_477,1765,4344744,11527434,samp_2044,3.524097157919025e-5
samp_481,198,3602070,11527434,samp_2044,4.7684847446469865e-6
samp_507,565,3568765,11527434,samp_2044,1.3734025596616324e-5
samp_2059,309808,3786874,760509076,samp_2045,1.0757401337928214e-4
samp_2073,122926,4337595,760509076,samp_2045,3.726407531861024e-5
samp_3937,23357,4108029,760509076,samp_2045,7.476169835152216e-6
samp_4305,14931,3905470,760509076,samp_2045,5.027026655086876e-6
samp_4344,22023,4351921,760509076,samp_2045,6.654126829678157e-6
samp_4380,62611,4773271,760509076,samp_2045,1.7247658592549463e-5
samp_468,10713,4238051,760509076,samp_2045,3.3238431761677673e-6
samp_471,433846,4577490,760509076,samp_2045,1.246246042256801e-4
samp_477,67827,4344744,760509076,samp_2045,2.052740330701945e-5
samp_481,19259,3602070,760509076,samp_2045,7.030353835882303e-6
samp_507,17424,3568765,760509076,samp_2045,6.419859300970999e-6
samp_2059,438,3786874,956194,samp_2046,1.2096152155885872e-4
samp_2073,214,4337595,956194,samp_2046,5.159632379255292e-5
samp_3937,39,4108029,956194,samp_2046,9.92853319197144e-6
samp_4305,4,3905470,956194,samp_2046,1.0711262705655832e-6
samp_4344,29,4351921,956194,samp_2046,6.9690082817029115e-6
samp_4380,69,4773271,956194,samp_2046,1.5117743922223252e-5
samp_468,3,4238051,956194,samp_2046,7.403022372617333e-7
samp_471,290,4577490,956194,samp_2046,6.625590332325537e-5
samp_477,250,4344744,956194,samp_2046,6.0176898741125034e-5
samp_481,47,3602070,956194,samp_2046,1.3645821794660509e-5
samp_507,34,3568765,956194,samp_2046,9.963569437942548e-6
samp_2059,210661,3786874,820336010,samp_2047,6.78127739877485e-5
samp_2073,183861,4337595,820336010,samp_2047,5.167123504946758e-5
samp_3937,58092,4108029,820336010,samp_2047,1.7238165734615325e-5
samp_4305,15248,3905470,820336010,samp_2047,4.759351724856254e-6
samp_4344,56855,4351921,820336010,samp_2047,1.5925602982339645e-5
samp_4380,128504,4773271,820336010,samp_2047,3.2817748193238675e-5
samp_468,12354,4238051,820336010,samp_2047,3.5534453639366876e-6
samp_471,616113,4577490,820336010,samp_2047,1.6407453883611562e-4
samp_477,183553,4344744,820336010,samp_2047,5.14997972005309e-5
samp_481,57380,3602070,820336010,samp_2047,1.9418542036871607e-5
samp_507,47615,3568765,820336010,samp_2047,1.626425076219622e-5
samp_2059,14013,3786874,31934910,samp_2048,1.158736187610866e-4
samp_2073,5170,4337595,31934910,samp_2048,3.732294002447012e-5
samp_3937,967,4108029,31934910,samp_2048,7.371014690590015e-6
samp_4305,445,3905470,31934910,samp_2048,3.5679684736464605e-6
samp_4344,993,4351921,31934910,samp_2048,7.145005194866502e-6
samp_4380,2017,4773271,31934910,samp_2048,1.323195787953998e-5
samp_468,358,4238051,31934910,samp_2048,2.645155156424281e-6
samp_471,15701,4577490,31934910,samp_2048,1.074074022362414e-4
samp_477,5346,4344744,31934910,samp_2048,3.8530005031672485e-5
samp_481,997,3602070,31934910,samp_2048,8.66716996857127e-6
samp_507,798,3568765,31934910,samp_2048,7.001953846935145e-6
samp_2059,4583,3786874,16892644,samp_2049,7.16426055775995e-5
samp_2073,3197,4337595,16892644,samp_2049,4.363108439231429e-5
samp_3937,823,4108029,16892644,samp_2049,1.1859563497991017e-5
samp_4305,180,3905470,16892644,samp_2049,2.7283593433966537e-6
samp_4344,859,4351921,16892644,samp_2049,1.168461833063137e-5
samp_4380,1164,4773271,16892644,samp_2049,1.4435746888467984e-5
samp_468,143,4238051,16892644,samp_2049,1.997433038827298e-6
samp_471,10344,4577490,16892644,samp_2049,1.337714633551764e-4
samp_477,1894,4344744,16892644,samp_2049,2.580584906451974e-5
samp_481,443,3602070,16892644,samp_2049,7.280378327571077e-6
samp_507,1105,3568765,16892644,samp_2049,1.8329334516383645e-5
samp_2059,4424,3786874,17277900,samp_2050,6.761503965057758e-5
samp_2073,882,4337595,17277900,samp_2050,1.1768703717363372e-5
samp_3937,575,4108029,17277900,samp_2050,8.10108870885197e-6
samp_4305,64,3905470,17277900,samp_2050,9.484527755407196e-7
samp_4344,698,4351921,17277900,samp_2050,9.282895541923926e-6
samp_4380,1090,4773271,17277900,samp_2050,1.321659098134436e-5
samp_468,127,4238051,17277900,samp_2050,1.734389302653355e-6
samp_471,2286,4577490,17277900,samp_2050,2.8903994488898584e-5
samp_477,2805,4344744,17277900,samp_2050,3.7366095321587464e-5
samp_481,616,3602070,17277900,samp_2050,9.897775699785402e-6
samp_507,664,3568765,17277900,samp_2050,1.076859818757869e-5
samp_2059,45924,3786874,165637238,samp_2051,7.321513594114684e-5
samp_2073,10854,4337595,165637238,samp_2051,1.51071603040865e-5
samp_3937,40712,4108029,165637238,samp_2051,5.983164687972904e-5
samp_4305,1060,3905470,165637238,samp_2051,1.6386061447526349e-6
samp_4344,29354,4351921,165637238,samp_2051,4.0721925665478546e-5
samp_4380,35921,4773271,165637238,samp_2051,4.543330669559148e-5
samp_468,1215,4238051,165637238,samp_2051,1.730820854244017e-6
samp_471,30101,4577490,165637238,samp_2051,3.97004600580039e-5
samp_477,12241,4344744,165637238,samp_2051,1.7009624477112798e-5
samp_481,2445,3602070,165637238,samp_2051,4.097969625971249e-6
samp_507,30487,3568765,165637238,samp_2051,5.157494336452151e-5
samp_2059,4649,3786874,18684652,samp_2052,6.570428255453212e-5
samp_2073,4483,4337595,18684652,samp_2052,5.531395673681654e-5
samp_3937,1097,4108029,18684652,samp_2052,1.4291838936892326e-5
samp_4305,169,3905470,18684652,samp_2052,2.3159457655883106e-6
samp_4344,790,4351921,18684652,samp_2052,9.715408695500015e-6
samp_4380,940,4773271,18684652,samp_2052,1.053966356679963e-5
samp_468,149,4238051,18684652,samp_2052,1.8816336720459237e-6
samp_471,13725,4577490,18684652,samp_2052,1.6047224755888888e-4
samp_477,1801,4344744,18684652,samp_2052,2.2185259199108064e-5
samp_481,395,3602070,18684652,samp_2052,5.868943569326683e-6
samp_507,1083,3568765,18684652,samp_2052,1.6241475901468392e-5
samp_2059,3345,3786874,11339806,samp_2053,7.789501085711012e-5
samp_2073,2787,4337595,11339806,samp_2053,5.666075332575219e-5
samp_3937,12361,4108029,11339806,samp_2053,2.6534718268965196e-4
samp_4305,279,3905470,11339806,samp_2053,6.299778390628006e-6
samp_4344,7720,4351921,11339806,samp_2053,1.5643382789836627e-4
samp_4380,10443,4773271,11339806,samp_2053,1.929316867895916e-4
samp_468,246,4238051,11339806,samp_2053,5.118742746693564e-6
samp_471,9865,4577490,11339806,samp_2053,1.9004833127071649e-4
samp_477,1637,4344744,11339806,samp_2053,3.3226061340324276e-5
samp_481,449,3602070,11339806,samp_2053,1.09922998821172e-5
samp_507,6467,3568765,11339806,samp_2053,1.5980092364334687e-4
samp_2059,6243,3786874,31992582,samp_2054,5.153036136299027e-5
samp_2073,10691,4337595,31992582,samp_2054,7.7040667712129e-5
samp_3937,51853,4108029,31992582,samp_2054,3.945400501115853e-4
samp_4305,1888,3905470,31992582,samp_2054,1.511051937634144e-5
samp_4344,44672,4351921,31992582,samp_2054,3.2085225933198123e-4
samp_4380,48274,4773271,31992582,samp_2054,3.1611703687659963e-4
samp_468,2274,4238051,31992582,samp_2054,1.6771619075691805e-5
samp_471,19292,4577490,31992582,samp_2054,1.3173481238957688e-4
samp_477,4304,4344744,31992582,samp_2054,3.096412262967785e-5
samp_481,906,3602070,31992582,samp_2054,7.86188628016358e-6
samp_507,62822,3568765,31992582,samp_2054,5.50230316908701e-4
samp_2059,5231,3786874,18454648,samp_2055,7.48510848073875e-5
samp_2073,1987,4337595,18454648,samp_2055,2.482236180601979e-5
samp_3937,19032,4108029,18454648,samp_2055,2.5104129252849483e-4
samp_4305,591,3905470,18454648,samp_2055,8.199897219333276e-6
samp_4344,14472,4351921,18454648,samp_2055,1.8019460529051167e-4
samp_4380,17077,4773271,18454648,samp_2055,1.938606749877008e-4
samp_468,602,4238051,18454648,samp_2055,7.697054234226159e-6
samp_471,4501,4577490,18454648,samp_2055,5.328142638953538e-5
samp_477,2609,4344744,18454648,samp_2055,3.2538993936768494e-5
samp_481,1272,3602070,18454648,samp_2055,1.9135032183781917e-5
samp_507,16554,3568765,18454648,samp_2055,2.513501992861482e-4
samp_2059,8988,3786874,22667948,samp_2056,1.0470562196085187e-4
samp_2073,3561,4337595,22667948,samp_2056,3.621685766919805e-5
samp_3937,3791,4108029,22667948,samp_2056,4.0710653695558616e-5
samp_4305,505,3905470,22667948,samp_2056,5.70434605664769e-6
samp_4344,4977,4351921,22667948,samp_2056,5.045154030850557e-5
samp_4380,6166,4773271,22667948,samp_2056,5.698692468358013e-5
samp_468,498,4238051,22667948,samp_2056,5.183832455312532e-6
samp_471,11077,4577490,22667948,samp_2056,1.0675360352669444e-4
samp_477,2180,4344744,22667948,samp_2056,2.2135028921439107e-5
samp_481,1034,3602070,22667948,samp_2056,1.26635707984119e-5
samp_507,5740,3568765,22667948,samp_2056,7.095479239586215e-5
samp_2059,10362,3786874,22943106,samp_2058,1.1926431583627952e-4
samp_2073,5726,4337595,22943106,samp_2058,5.753738666512315e-5
samp_3937,148422,4108029,22943106,samp_2058,0.00157475344483796
samp_4305,3838,3905470,22943106,samp_2058,4.283309462870115e-5
samp_4344,120618,4351921,22943106,samp_2058,0.00120803330663339
samp_4380,129693,4773271,22943106,samp_2058,0.00118426319617097
samp_468,4581,4238051,22943106,samp_2058,4.71131238828643e-5
samp_471,14895,4577490,22943106,samp_2058,1.4182764502492764e-4
samp_477,9229,4344744,22943106,samp_2058,9.258449077169364e-5
samp_481,3961,3602070,22943106,samp_2058,4.792923336647806e-5
samp_507,160336,3568765,22943106,samp_2058,0.00195821729605313
samp_2059,280600,3786874,24651708,samp_2059,0.00300579803827817
samp_2073,11293,4337595,24651708,samp_2059,1.0561201133686442e-4
samp_3937,241718,4108029,24651708,samp_2059,0.002386868409462
samp_4305,90143,3905470,24651708,samp_2059,9.362928060555512e-4
samp_4344,251682,4351921,24651708,samp_2059,0.00234597909883192
samp_4380,210876,4773271,24651708,samp_2059,0.00179210746261472
samp_468,55430,4238051,24651708,samp_2059,5.305565556187791e-4
samp_471,9221,4577490,24651708,samp_2059,8.171534204985529e-5
samp_477,5598,4344744,24651708,samp_2059,5.226629160206661e-5
